2021-12-20,"PC EXPRESS 0935 ST. JOHN'S, NL",246.21,,
2021-12-20,"STRATECHERY/DITHERING HTTPSSTRATECH, CA 5.00 USD @ 1.322000",6.61,,
2021-12-20,"GREENFARMNL MT. PEARL, NL",80.00,,
2021-12-20,"THE HOME DEPOT #7077 ST JOHNS, NL",160.70,,
2021-12-20,"APPLE.COM/BILL 866-712-7753, ON",11.49,,
2021-12-20,"NYTimes*NYTimes 800-698-4637, NY",23.00,,
2021-12-20,"AMZ*Amazon.ca AMAZON.CA, ON",,698.04,
2021-12-20,"APPLE.COM/CA TORONTO, ON",1962.99,,
2021-12-20,"Subway 2324 St. Johns, NL",18.21,,
2021-12-20,"PEACEFUL LOFT ST. JOHNS, NL",65.15,,
2021-12-20,"HOME ON WATER ST ST. JOHN'S, NL",61.98,,
2021-12-20,"THE OUTFITTERS ST. JOHN'S, NL",161.00,,
2021-12-20,"MEINEKE CAR CARE CENTER MOUNT PEARL, NL",164.22,,
2021-12-20,"ST. JOHN'S MUNICIPAL COUN ST. JOHN'S, NL",1.75,,
2021-12-20,"ST. JOHN'S MUNICIPAL COUN ST. JOHN'S, NL",0.88,,
2021-12-20,"SP * LIVING PLANET AND ST. JOHNS, NL",125.06,,
2021-12-20,"SP * THE BEES KNEES ST. JOHNS, NL",136.77,,
2021-12-20,"NLC #033 ST. JOHN'S, NL",57.99,,
2021-12-17,"MEINEKE CAR CARE CENTER MOUNT PEARL, NL",220.21,,
2021-12-17,"CIRCLE K / IRVING #2106 ST-JOHN'S, NL",94.95,,
2021-12-16,"Crocs Canada, Inc. crocs.ca, ON",63.24,,
2021-12-16,"ASIAN CAFE MOUNT PEARL, NL",48.85,,
2021-12-15,"PAYPAL *BBBRICK LLC 4029357733, ON",32.05,,
2021-12-15,"PC EXPRESS 0935 ST. JOHN'S, NL",293.23,,
2021-12-15,SIMPLE ANALYTICS BUSSUM 19.00 USD @ 1.318947,25.06,,
2021-12-15,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-12-14,"INDIGO ONLINE BRAMPTON, ON",57.49,,
2021-12-14,PAYMENT THANK YOU/PAIEMEN T MERCI,,916.55,
2021-12-14,"GREENFARMNL MT. PEARL, NL",20.25,,
2021-12-14,"CDN TIRE STORE #00216 ST JOHN'S, NL",8.04,,
2021-12-14,"WWW.CANADIANTIRE.CA 8667467287, ON",96.49,,
2021-12-14,"WWW.CANADIANTIRE.CA 8667467287, ON",91.89,,
2021-12-13,"WWW.IKEA.CA BURLINGTON, ON",916.55,,
2021-12-13,"CHAPTERS 943 ST JOHN'S, NL",21.71,,
2021-12-13,"CHAPTERS 943 ST JOHN'S, NL",5.93,,
2021-12-13,"MICHAELS CANADA #3496 800-642-4235, ON",82.70,,
2021-12-13,"LESTERS FARM MARKET IN ST.JOHN'S, NL",13.70,,
2021-12-13,"RAKUTEN KOBO INC. TORONTO, ON",14.94,,
2021-12-13,"COLEMANS FOOD CENTRE MOUNT PEARL, NL",58.91,,
2021-12-13,"ARTHUR JAMES CLOTHING MOUNT PEARL, NL",180.95,,
2021-12-13,"SCHOOL LUNCH ASSOCIATI 709-754-5323, NL",160.00,,
2021-12-13,"INDIGO ONLINE BRAMPTON, ON",28.97,,
2021-12-13,"INDIGO ONLINE BRAMPTON, ON",173.87,,
2021-12-13,"SQ *SAUCY MOUTH, INC. Mount Pearl, NL",68.10,,
2021-12-10,PAYMENT THANK YOU/PAIEMEN T MERCI,,2000.00,
2021-12-09,"PC EXPRESS 0935 ST. JOHN'S, NL",215.56,,
2021-12-09,"PAYPAL *INDIGOBOOKS 4029357733, ON",142.25,,
2021-12-08,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-12-08,"QUESADA BURRITOS & TACOS ST. JOHN'S, NL",27.78,,
2021-12-07,"GREENFARMNL MT. PEARL, NL",20.25,,
2021-12-07,"THEBAY.COM #1963 TORONTO, ON",114.99,,
2021-12-07,"THE WILDS AT SALMONIER HOLYROOD, NL",57.53,,
2021-12-06,"LESTERS FARM MARKET IN ST.JOHN'S, NL",102.93,,
2021-12-06,"MARIE'S MINI MART #29 ST. JOHN'S, NL",8.23,,
2021-12-06,"MARIE'S MINI MART #29 ST. JOHN'S, NL",6.89,,
2021-12-06,"THE WILDS AT SALMONIER HOLYROOD, NL",113.85,,
2021-12-06,"THEBAY.COM #1963 TORONTO, ON",34.50,,
2021-12-06,"NLC #033 ST. JOHN'S, NL",16.48,,
2021-12-06,"SOBEYS #340 ST. JOHN'S, NL",50.97,,
2021-12-06,"SOBEYS #340 ST. JOHN'S, NL",42.41,,
2021-12-06,"LIFETOUCH CANADA ONLIN 204-272-2899, MB",98.90,,
2021-12-06,"PAYPAL *PP GIVING 4029357733, ON",1.00,,
2021-12-06,"MICHAELS CANADA #3496 800-642-4235, ON",159.68,,
2021-12-06,"THE PRETZEL MAKER ST JOHNS, NL",13.33,,
2021-12-06,"N ATLANTIC PETROLEUM 1 MOUNT PEARL, NL",58.29,,
2021-12-06,"STAPLES STORE #101 MOUNT PEARL, NL",,150.06,
2021-12-06,"SUN SUSHI EXPRESS MOUNT PEARL, NL",68.31,,
2021-12-03,"Amazon web services aws.amazon.co, WA 2.14 USD @ 1.317757",2.82,,
2021-12-03,"SOBEYS #340 ST. JOHN'S, NL",53.08,,
2021-12-02,"SHOPPERSDRUGMART0118 ST JOHN'S, NL",29.06,,
2021-12-02,"PC EXPRESS 0935 ST. JOHN'S, NL",285.78,,
2021-12-02,Spotify P18433B1BC Stockholm,11.49,,
2021-12-02,PAYMENT THANK YOU/PAIEMEN T MERCI,,1800.00,
2021-12-02,"DIGITALOCEAN.COM SAINT JOHN, NB 6.90 USD @ 1.314492",9.07,,
2021-12-02,"LINODE 8554546633, PA 7.00 USD @ 1.314285",9.20,,
2021-12-02,"BURRITOS MEXICAN GRIL ST. JOHN'S, NL",20.70,,
2021-12-01,"THE HALIFAX HERALD 902-426-2811, NS",5.75,,
2021-12-01,"OUR PLEASURE INC - 462 ST. JOHN'S, NL",37.08,,
2021-12-01,"MARCO POLO LAND 902-9633738, PE",20.00,,
2021-12-01,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-11-30,"GREENFARMNL MT. PEARL, NL",20.25,,
2021-11-29,"LEMONSQUEEZY.COM HTTPSWWW.LEMO, UT 49.50 USD @ 1.312121",64.95,,
2021-11-29,"SQ *CRUMB+PICKLE St. John's, NL",42.99,,
2021-11-29,"MARY BROWN'S WATER ST. ST. JOHN'S, NL",15.72,,
2021-11-29,"MARY BROWN'S WATER ST. ST. JOHN'S, NL",7.12,,
2021-11-29,"ROCKET BAKERY & FRESH FOO ST. JOHN'S, NL",8.63,,
2021-11-29,"Disney PLUS Burbank, CA",13.79,,
2021-11-29,"NLC #050 ST. JOHN'S, NL",29.99,,
2021-11-29,"DOMINION MEMORIAL 934 ST. JOHN'S, NL",112.24,,
2021-11-29,"LANDWASH BREWERY MOUNT PEARL, NL",9.00,,
2021-11-29,"SQ *SAUCY MOUTH, INC. 8774174551, NL",57.20,,
2021-11-29,"SP * ADVENCHER SUPPLY HTTPSADVENCHE, MA 13.30 USD @ 1.299248",17.28,,
2021-11-26,PAYMENT THANK YOU/PAIEMEN T MERCI,,4000.00,
2021-11-26,"ARTHUR JAMES CLOTHING MOUNT PEARL, NL",94.30,,
2021-11-26,"BUBBA'S TUBS & POOLS MOUNT PEARL, NL",251.85,,
2021-11-26,"SALTWATER DESIGNS ST. JOHN'S, NL",1.73,,
2021-11-26,"COLEMANS FOOD CENTRE MOUNT PEARL, NL",27.47,,
2021-11-25,"SP * MACK WELDON HTTPSMACKWELD, NY -75.20 USD @ 1.232978",,92.72,
2021-11-25,"BACKBLAZE HTTPSWWW.BACK, CA 14.00 USD @ 1.303571",18.25,,
2021-11-25,"TELUS MOBILITY 705-7923728, ON",461.38,,
2021-11-24,"NETFLIX.COM 866-716-0414, ON",17.24,,
2021-11-24,"MODERN MASTERY HQ MODERNMASTERY, AZ 9.97 USD @ 1.302908",12.99,,
2021-11-24,"STAPLES STORE #101 MOUNT PEARL, NL",160.17,,
2021-11-23,"AMZN Mktp CA*3Z0TU44J3 WWW.AMAZON.CA, ON",122.79,,
2021-11-23,"APPLE.COM/BILL 866-712-7753, ON",14.94,,
2021-11-23,PADDLE NET MAKETHEWEB London 23.00 USD @ 1.298260,29.86,,
2021-11-23,WIP.CO LOVES YOU SINGAPORE 20.00 USD @ 1.302500,26.05,,
2021-11-23,"BACKBLAZE HTTPSWWW.BACK, CA .82 USD @ 1.304878",1.07,,
2021-11-22,"THE DOCTOR'S HOUSE INN & GREENS-HBR, NL",282.15,,
2021-11-22,"THE DOCTOR'S HOUSE INN & GREENS-HBR, NL",48.00,,
2021-11-22,"DOMINION BLACKMARSH ST. JOHN'S, NL",221.98,,
2021-11-22,"LESTERS FARM MARKET IN ST.JOHN'S, NL",42.45,,
2021-11-22,"SALTWATER DESIGNS ST. JOHN'S, NL",15.87,,
2021-11-22,ETSY ETSY.COM,45.82,,
2021-11-22,"NLC #033 ST. JOHN'S, NL",71.43,,
2021-11-22,"NYTimes*NYTimes 800-698-4637, NY",23.00,,
2021-11-22,"N ATLANTIC PETROLEUM 1 MOUNT PEARL, NL",86.92,,
2021-11-22,"SUN SUSHI EXPRESS MOUNT PEARL, NL",70.09,,
2021-11-22,"STRATECHERY/DITHERING HTTPSSTRATECH, CA 5.00 USD @ 1.298000",6.49,,
2021-11-19,"VILLAGE DENTAL OFFICE ST. JOHN'S, NL",318.85,,
2021-11-18,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-11-18,"CARRD HTTPSCARRD.CO, TN 11.00 USD @ 1.294545",14.24,,
2021-11-17,"SP * MYSA SHOP ST. JOHNS, NL",148.35,,
2021-11-17,"WF/WAYFAIR3665602282 VANCOUVER, BC",91.99,,
2021-11-17,"THE DOCTOR'S HOUSE INN & GREENS-HBR, NL",180.00,,
2021-11-17,"HOVER 8667316556, MS 66.50 USD @ 1.288571",85.69,,
2021-11-17,"PIT CREW DRIVE THRU INC. ST. JOHN'S, NL",99.71,,
2021-11-17,"PIT CREW DRIVE THRU INC. ST. JOHN'S, NL",180.44,,
2021-11-16,"La Senza Canada Vancouver, BC",180.44,,
2021-11-16,"REITMANS #1499 MONTREAL, QC",147.77,,
2021-11-15,"PC EXPRESS 0935 ST. JOHN'S, NL",390.30,,
2021-11-15,"DOMINION BLACKMARSH ST. JOHN'S, NL",123.01,,
2021-11-15,"THE PRETZEL MAKER ST JOHNS, NL",7.68,,
2021-11-15,"WINNERSHOMESENSE 27006 ST JOHN'S, NL",6.29,,
2021-11-15,"SCHOOL LUNCH ASSOCIATI 709-754-5323, NL",100.00,,
2021-11-15,"BR FACTORY CA 4202 ST JOHNS, NL",150.35,,
2021-11-15,"SOBEYS #340 ST. JOHN'S, NL",39.69,,
2021-11-15,"SOBEYS #340 ST. JOHN'S, NL",8.49,,
2021-11-15,"QUESADA BURRITOS & TACOS ST. JOHN'S, NL",31.92,,
2021-11-15,"Subway 14770 St Johns, NL",14.21,,
2021-11-15,"WWW.CANADIANTIRE.CA 8667467287, ON",151.75,,
2021-11-12,"RAKUTEN KOBO INC. TORONTO, ON",14.94,,
2021-11-12,"HOVER 8667316556, MS 40.39 USD @ 1.291408",52.16,,
2021-11-12,"MCDONALD'S #4129 ST. JOHN'S, NL",23.00,,
2021-11-12,"CINEPLEX REC ROOM 8001 ST JOHN'S, NL",28.76,,
2021-11-10,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-11-10,"STARBUCKS COFFEE #2260 ST. JOHN''S, NL",9.66,,
2021-11-10,"CINEPLEX 8126 ST JOHN'S, NL",22.98,,
2021-11-09,"CINEPLEX 8030 WEB QPS 416-323-6600, ON",48.24,,
2021-11-09,"MARIE'S MINI MART #29 ST. JOHN'S, NL",7.78,,
2021-11-08,"MASTERMIND TOYS STJOHNS N ST. JOHN'S, NL",40.24,,
2021-11-08,"SOBEYS #340 ST. JOHN'S, NL",135.65,,
2021-11-08,"SOBEYS #340 ST. JOHN'S, NL",8.98,,
2021-11-08,"THE LITTLE SPARO ST. JOHN'S, NL",122.99,,
2021-11-08,"THE SOURCE 50150 BARRIE, ON",402.49,,
2021-11-08,"DOMINION BLACKMARSH ST. JOHN'S, NL",32.75,,
2021-11-08,"PC EXPRESS 0935 ST. JOHN'S, NL",78.12,,
2021-11-05,"GREENFARMNL MT. PEARL, NL",16.00,,
2021-11-05,"SCHOLASTIC CANADA ECOM MARKHAM, ON",82.40,,
2021-11-05,"SOBEYS #340 ST. JOHN'S, NL",138.66,,
2021-11-03,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-11-03,"Amazon web services aws.amazon.co, WA 2.14 USD @ 1.271028",2.72,,
2021-11-02,"DIGITALOCEAN.COM SAINT JOHN, NB 6.90 USD @ 1.271014",8.77,,
2021-11-02,"LINODE 8554546633, PA 7.00 USD @ 1.271428",8.90,,
2021-11-02,PAYMENT THANK YOU/PAIEMEN T MERCI,,1500.00,
2021-11-02,Spotify P17C17AD28 Stockholm,11.49,,
2021-11-02,"THE HOME DEPOT #7077 ST JOHNS, NL",148.74,,
2021-11-02,"THE HOME DEPOT #7077 ST JOHNS, NL",,194.33,
2021-11-01,"THE HALIFAX HERALD 902-426-2811, NS",5.75,,
2021-11-01,"N ATLANTIC PETROLEUM 1 MOUNT PEARL, NL",98.79,,
2021-11-01,"PC EXPRESS 0935 ST. JOHN'S, NL",273.34,,
2021-11-01,"COLEMANS FOOD CENTRE MOUNT PEARL, NL",27.82,,
2021-11-01,"ARTHUR JAMES CLOTHING MOUNT PEARL, NL",65.55,,
2021-11-01,"LESTERS FARM MARKET IN ST.JOHN'S, NL",19.55,,
2021-11-01,"PAYPAL *MASTERMIND 4029357733, ON",275.93,,
2021-11-01,"SOBEYS #340 ST. JOHN'S, NL",3.99,,
2021-11-01,"SOBEYS #340 ST. JOHN'S, NL",158.55,,
2021-11-01,"PAYPAL *BBBRICK LLC 4029357733, ON",6.46,,
2021-11-01,"ROCKET BAKERY & FRESH FOO ST. JOHN'S, NL",3.84,,
2021-11-01,"NAME-CHEAP.COM* 1SOIPD WWW.NAMECHEAP, AZ 15.16 USD @ 1.271767",19.28,,
2021-11-01,"APPLE.COM/BILL 866-712-7753, ON",19.54,,
2021-10-29,"Disney PLUS Burbank, CA",13.79,,
2021-10-29,"GREENFARMNL MT. PEARL, NL",16.00,,
2021-10-28,"SUSHI ISLAND ST JOHNS, NL",84.63,,
2021-10-28,"MARIE'S MINI MART #29 ST. JOHN'S, NL",15.55,,
2021-10-27,CREDIT ADJUSTMENT,,2.43,
2021-10-27,"THE PODIATRY ASSOCIATES ST. JOHN'S, NL",55.00,,
2021-10-26,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-10-26,"VILLAGE DENTAL OFFICE ST. JOHN'S, NL",40.87,,
2021-10-26,PAYMENT THANK YOU/PAIEMEN T MERCI,,1100.00,
2021-10-25,"SWISS CHALET 1271E 709-468-6315, NL",13.78,,
2021-10-25,"STARBUCKS COFFEE #2260 ST. JOHN''S, NL",7.42,,
2021-10-25,"BACKBLAZE HTTPSWWW.BACK, CA 21.00 USD @ 1.270000",26.67,,
2021-10-25,"THE HOME DEPOT #7077 ST JOHNS, NL",19.46,,
2021-10-25,"SUN SUSHI EXPRESS MOUNT PEARL, NL",35.44,,
2021-10-25,"NETFLIX.COM 844-5052993, BC",17.24,,
2021-10-25,"NYTimes*NYTimes 800-698-4637, NY",23.00,,
2021-10-25,"PEACEFUL LOFT ST. JOHNS, NL",101.72,,
2021-10-25,"APPLE.COM/BILL 866-712-7753, ON",14.94,,
2021-10-25,"BACKBLAZE HTTPSWWW.BACK, CA .79 USD @ 1.265822",1.00,,
2021-10-22,"Amazon.ca*2Y74V7AC2 AMAZON.CA, ON",698.04,,
2021-10-22,"GREENFARMNL MT. PEARL, NL",16.00,,
2021-10-22,"SALTWATER DESIGNS ST. JOHN'S, NL",19.84,,
2021-10-21,"STRATECHERY/DITHERING HTTPSSTRATECH, CA 5.00 USD @ 1.268000",6.34,,
2021-10-21,"PC EXPRESS 0935 ST. JOHN'S, NL",128.56,,
2021-10-21,"HOVER 8667316556, MS 40.39 USD @ 1.268630",51.24,,
2021-10-21,PAYMENT THANK YOU/PAIEMEN T MERCI,,3000.00,
2021-10-20,"HOVER 8667316556, MS 16.01 USD @ 1.272329",20.37,,
2021-10-20,"MOTOR REG DIVISION MOUNT PEARL, NL",160.00,,
2021-10-19,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-10-19,"SCHOOL LUNCH ASSOCIATI 709-754-5323, NL",137.50,,
2021-10-19,"MARIE'S MINI MART #29 ST. JOHN'S, NL",7.11,,
2021-10-19,"#730 MARK'S ST. JOHN'S, NL",45.11,,
2021-10-18,"BELL MOBILITY VERDUN, QC",126.26,,
2021-10-18,"SOBEYS #340 ST. JOHN'S, NL",169.44,,
2021-10-18,"SMITH'S HOME HARDWARE ST. JOHN'S, NL",10.67,,
2021-10-18,"SHOPPERS DRUG MART #0118 ST JOHN'S, NL",30.06,,
2021-10-18,"SQ *SAUCY MOUTH, INC. 8774174551, NL",57.20,,
2021-10-18,"SOBEYS #340 ST. JOHN'S, NL",116.15,,
2021-10-15,"GREENFARMNL MT. PEARL, NL",16.00,,
2021-10-14,"#371 SPORT CHEK ST JOHNS, NL",91.98,,
2021-10-13,"RUNNING ROOM ST. JOHN'S, NL",57.49,,
2021-10-13,"EDGE MARKETING CORP CALGARY, AB",76.60,,
2021-10-12,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-10-12,"AMZN Mktp CA*277UW3XE0 WWW.AMAZON.CA, ON",33.89,,
2021-10-12,"COLEMANS ST. JOHN'S, NL",148.67,,
2021-10-12,"STARBUCKS COFFEE #2260 ST. JOHN''S, NL",10.24,,
2021-10-12,"WINNERSHOMESENSE 27006 ST JOHN'S, NL",225.27,,
2021-10-12,"DUCKWORTH STREET PARKA ST. JOHN'S, NL",3.00,,
2021-10-12,"GINGERGRASS ST. JOHN'S, NL",60.36,,
2021-10-08,"SP * MACK WELDON HTTPSMACKWELD, NY 94.00 USD @ 1.296595",121.88,,
2021-10-08,"GREENFARMNL MT. PEARL, NL",16.00,,
2021-10-08,"WWW.IKEA.CA BURLINGTON, ON",596.80,,
2021-10-08,"SOBEYS #340 ST. JOHN'S, NL",52.53,,
2021-10-07,"TWIN SHORES CAMPING AR 902-836-3833, PE",50.00,,
2021-10-06,"PC EXPRESS 0935 ST. JOHN'S, NL",184.36,,
2021-10-06,"LEE VALLEY TOOLS OTTAWA, ON",194.35,,
2021-10-05,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-10-05,PAYMENT THANK YOU/PAIEMEN T MERCI,,900.00,
2021-10-04,"SQ *DARK STAR COFFEE ROAS Carbonear, NL",13.66,,
2021-10-04,"LINODE 8554546633, PA 7.00 USD @ 1.305714",9.14,,
2021-10-04,"Amazon web services aws.amazon.co, WA 2.14 USD @ 1.308411",2.80,,
2021-10-04,"PEACEFUL LOFT ST. JOHNS, NL",91.08,,
2021-10-04,"NLC #033 ST. JOHN'S, NL",101.73,,
2021-10-04,"DIGITALOCEAN.COM SAINT JOHN, NB 6.90 USD @ 1.305797",9.01,,
2021-10-04,"QUINCAILLERIE RICHELIEU L SAINT-LAURENT, QC",273.65,,
2021-10-04,Spotify P173F9EAB2 Stockholm,11.49,,
2021-10-01,"THE HALIFAX HERALD 902-426-2811, NS",5.75,,
2021-10-01,"GREENFARMNL MT. PEARL, NL",16.00,,
2021-10-01,"SUN SUSHI - DUCKWORTH ST. JOHN'S, NL",55.24,,
2021-10-01,"HOVER 8667316556, MS 18.27 USD @ 1.302681",23.80,,
2021-10-01,"FREAK LUNCHBOX ST. JOHN'S, NL",5.61,,
2021-10-01,"FREAK LUNCHBOX ST. JOHN'S, NL",21.29,,
2021-09-29,"Disney PLUS Burbank, CA",13.79,,
2021-09-29,"CIRCLE K / IRVING #2106 ST-JOHN'S, NL",91.79,,
2021-09-29,"PC EXPRESS 0935 ST. JOHN'S, NL",162.56,,
2021-09-28,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-09-27,"NAME-CHEAP.COM WWW.NAMECHEAP, AZ 13.98 USD @ 1.305436",18.25,,
2021-09-27,CREDIT ADJUSTMENT,,1.33,
2021-09-27,"Amazon.ca*2C0RI4CP2 AMAZON.CA, ON",57.44,,
2021-09-27,"Subway 14770 St Johns, NL",10.79,,
2021-09-27,"THE HOME DEPOT #7077 ST JOHNS, NL",16.03,,
2021-09-27,"THE PRETZEL MAKER ST JOHNS, NL",4.89,,
2021-09-27,"BELL ALIANT PAP #154 SAINT JOHN, NB",8.88,,
2021-09-27,"NLC #033 ST. JOHN'S, NL",31.45,,
2021-09-27,"NYTimes*NYTimes 800-698-4637, NY",23.00,,
2021-09-27,"ORION COMPUTER MISSISSAUGA, ON",151.56,,
2021-09-27,"SQ *SAUCY MOUTH, INC. 8774174551, NL",55.20,,
2021-09-27,"BACKBLAZE HTTPSWWW.BACK, CA 28.00 USD @ 1.305000",36.54,,
2021-09-27,"IMAGE FUSION INC MOUNT PEARL, NL",24.04,,
2021-09-24,"NETFLIX.COM 866-716-0414, ON",17.24,,
2021-09-24,"COLEMANS FOOD CENTRE MOUNT PEARL, NL",32.53,,
2021-09-23,"APPLE.COM/BILL 866-712-7753, ON",14.94,,
2021-09-23,"BACKBLAZE HTTPSWWW.BACK, CA .82 USD @ 1.317073",1.08,,
2021-09-22,"SOBEYS #340 ST. JOHN'S, NL",59.50,,
2021-09-21,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-09-21,"ORION COMPUTER MISSISSAUGA, ON",88.28,,
2021-09-21,"CDN TIRE GASBAR #01859 MOUNT PEARL, NL",4.94,,
2021-09-20,"CHAPTERS 943 ST JOHN'S, NL",131.11,,
2021-09-20,"STRATECHERY/DITHERING HTTPSSTRATECH, CA 5.00 USD @ 1.310000",6.55,,
2021-09-20,"STARBUCKS COFFEE # 554 SAINT JOHN'S, NL",5.46,,
2021-09-20,"Subway 17299 Bay Roberts, NL",10.54,,
2021-09-20,"SMALL POINT GENERAL STORE WESTERN BAY, NL",9.97,,
2021-09-20,WORDPRESS 3XMFGXGFDJ DUBLIN 300.00 USD @ 1.309533,392.86,,
2021-09-20,"SQ *SAUCY MOUTH, INC. 8774174551, NL",50.60,,
2021-09-20,"KENT MOUNT PEARL MOUNT PEARL, NL",36.79,,
2021-09-16,"SCHOOL LUNCH ASSOCIATI 709-754-5323, NL",160.00,,
2021-09-16,"SCHOOL LUNCH ASSOCIATI 709-754-5323, NL",15.00,,
2021-09-15,"QUESADA MEXICAN GRILL ST. JOHN'S, NL",33.52,,
2021-09-15,"SCHOLASTIC CANADA ECOM MARKHAM, ON",78.44,,
2021-09-14,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-09-14,"SHOPPERS DRUG MART #0118 ST JOHN'S, NL",46.75,,
2021-09-14,"CDN TIRE STORE #00216 ST JOHN'S, NL",57.49,,
2021-09-14,"CDN TIRE STORE #00216 ST JOHN'S, NL",86.24,,
2021-09-13,"NLC #033 ST. JOHN'S, NL",21.98,,
2021-09-13,"SMITH'S HOME HARDWARE ST. JOHN'S, NL",18.95,,
2021-09-09,"SALTWATER DESIGNS ST. JOHN'S, NL",15.67,,
2021-09-09,"BORDERFREE 3760 2122993555, ON",241.35,,
2021-09-08,"SMITH'S HOME HARDWARE ST. JOHN'S, NL",18.96,,
2021-09-08,"BOSTON PIZZA # 924 ST. JOHN'S, NL",101.05,,
2021-09-07,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-09-07,"APPLE.COM/BILL TORONTO, ON",6.31,,
2021-09-07,"PARK INDIGO - NO CNL002 ST. JOHN'S, NL",6.00,,
2021-09-07,"CDN TIRE GASBAR #01859 MOUNT PEARL, NL",75.00,,
2021-09-07,"SUN SUSHI ST. JOHN'S, NL",53.96,,
2021-09-07,"DOMINION BLACKMARSH ST. JOHN'S, NL",494.44,,
2021-09-03,"Amazon web services aws.amazon.co, WA 2.14 USD @ 1.299065",2.78,,
2021-09-03,"CLOVELLY GOLF COURSE ST. JOHN'S, NL",63.25,,
2021-09-03,"QUESADA MEXICAN GRILL ST. JOHN'S, NL",31.92,,
2021-09-02,PAYMENT THANK YOU/PAIEMEN T MERCI,,1600.00,
2021-09-02,PAYMENT THANK YOU/PAIEMEN T MERCI,,3100.00,
2021-09-02,"LINODE 8554546633, PA 7.00 USD @ 1.295714",9.07,,
2021-09-02,"DIGITALOCEAN.COM SAINT JOHN, NB 6.88 USD @ 1.296511",8.92,,
2021-09-02,Spotify P16B8AAF03 Stockholm,11.49,,
2021-09-02,"KOODO MOBILE PAC 111-1111111, AB",56.19,,
2021-09-01,"THE HALIFAX HERALD 902-426-2811, NS",5.75,,
2021-09-01,"TELUS MOBILITY SOLUTIO SCARBOROUGH, ON",38.10,,
